,user_id,creation_date,last_access_date,reputation,location
0,20816,1222127744,1485595009,12713,Netherlands
1,26123,1223469204,1443528669,12702,Bratislava Slovakia
2,21966,1222307729,1486070842,12701,Melbourne Victoria Australia
3,51577,1231147330,1486134191,12701,United Kingdom
4,11545,1221555840,1486142959,12699,Bucharest Romania
5,4092,1220293858,1486122671,12696,United Kingdom
6,51176,1230999977,1486078351,12692,no_location
7,95,1217615304,1486122845,12690,Poland
8,16616,1221678338,1485773516,12688,no_location
9,17651,1221743444,1486071968,12685,no_location
10,31520,1224979947,1486091496,12684,Richmond VA United States
11,7748,1221488411,1486032591,12668,Israel
12,54187,1231771424,1485382384,12667,Lima Peru
13,196874,1223045987,1477602684,12667,Vancouver Canada
14,31765,1225106659,1485961277,12665,no_location
15,510,1218028758,1485736746,12659,Overland Park Kansas United States
16,3421,1219933539,1485661120,12657,Flagstaff AZ
17,27805,1223982100,1304536910,12650,no_location
18,50890,1230902493,1486139769,12650,Vienna Austria
19,27678,1223946656,1486143340,12645,Ohio
20,341,1217878588,1486130930,12635,Paris France
21,10527,1221522226,1486095395,12634,Edmonton Canada
22,18846,1221831514,1486056090,12633,Columbus OH
23,39057,1227120366,1387381429,12625,Reno NV
24,5049,1220799803,1485903337,12619,Poznan Poland
25,49489,1230458439,1486116571,12613,Netherlands
26,7376,1221485889,1486132277,12609,Dover NH
27,39648,1227268101,1486140947,12604,India
28,712,1218177591,1485901544,12600,San Francisco CA
29,276093,1233233459,1486132254,12588,Bristol United Kingdom
30,3853,1220182510,1486074627,12583,Reading United Kingdom
31,49879,1230567139,1486132714,12583,Gothenburg Sweden
32,6277,1221315102,1486019072,12579,Melbourne Australia
33,3,1217514151,1486140202,12556,Johnson City TN United States
34,23963,1222812902,1486127918,12547,Melbourne Australia
35,580,1218061828,1359573855,12522,Arizona
36,31345,1224888668,1486054916,12511,Slovenia
37,34502,1225844342,1486077140,12510,Utah
38,24257,1222885719,1486067361,12509,Baltimore MD
39,54259,1231782026,1485962180,12500,Minneapolis MN
40,49407,1230408745,1485877288,12495,Aachener Stra&#223;e K&#246;ln Deutschland
41,19937,1222001096,1486131853,12492,no_location
42,3527,1219966551,1486141350,12490,New York NY
43,43792,1228509992,1485893177,12480,no_location
44,31505,1220227200,1485861407,12475,Istanbul Turkey
45,2733,1219604362,1485997795,12468,Austin TX
46,28006,1224015903,1486140024,12463,United States
47,31444,1224946628,1486116388,12458,Yuba City CA United States
48,8152,1221491810,1486140782,12454,West Lothian Scotland
49,12502,1221575717,1486077048,12449,Chicago IL
50,32775,1225377527,1486086274,12444,Portugal
51,22471,1222386051,1368208323,12437,no_location
52,40851,1227654975,1486142448,12430,Stroud United Kingdom
53,8919,1221498820,1486105066,12418,Berkeley CA
54,1600,1218980807,1486122742,12414,Bremen Germany
55,17360,1221723348,1486136149,12408,no_location
56,30700,1224750236,1480943165,12407,Delft The Netherlands
57,2298,1219329108,1486019000,12405,Blacksburg VA
58,40015,1227410117,1486068630,12390,Columbus OH
59,4737,1220616218,1482812334,12377,Kim CO
60,52745,1231382922,1486097951,12372,Melbourne Australia
61,37298,1226568801,1485962818,12364,Norway
62,23915,1222805330,1486078019,12363,Indianapolis IN
63,8799,1221497664,1486133643,12358,Melbourne Victoria Australia
64,11574,1221556413,1475683194,12355,no_location
65,2973,1219742933,1485961487,12332,Stockholm Sweden
66,48692,1230051414,1485100373,12330,Bloomfield NJ
67,16827,1221685839,1486127341,12329,Rome Italy
68,7756,1221488500,1485888916,12324,Raleigh NC
69,42707,1228277473,1486137153,12321,New York NY United States
70,8976,1221499374,1485465144,12318,Munich Germany
71,2603665,1227857668,1486124167,12317,Stuttgart Germany
72,56092,1232158659,1485852938,12313,Port Fairy Australia
73,1954,1219158968,1486137301,12310,Kirkland WA United States
74,45955,1229168298,1486124410,12302,Brighton United Kingdom
75,20520,1221865502,1486049680,12282,Athens Greece
76,42223,1228159222,1486131647,12277,Earth TX
77,54200,1231772568,1486142928,12277,no_location
78,3263,1219851189,1484592067,12276,Cluj-Napoca Romania
79,7021,1221483694,1486126551,12276,Flensburg Germany
80,24894,1223048985,1486024950,12256,Moscow Russia
81,12631,1221577340,1486135741,12255,Europe
82,10007,1221511701,1333506908,12241,La Crosse WI
83,4636,1220568257,1485226910,12229,United States
84,16623,1221678625,1482416244,12226,Las Vegas NV
85,6146,1221236395,1403051315,12225,Minneapolis MN
86,4228,1220361165,1486038044,12221,no_location
87,44683,1228844200,1486131881,12218,Boston MA
88,34102,1225800074,1486108908,12210,no_location
89,13322,1221589120,1486075794,12205,Houston TX
90,23341,1222663319,1485943681,12201,Sydney Australia
91,6266,1221310296,1486116798,12200,United Kingdom
92,15862,1221657274,1486122376,12172,Warsaw Poland
93,44639,1228838663,1486133516,12169,Sweden
94,91385,1227293817,1283886925,12168,United States
95,49793,1230546931,1486121769,12167,Germany
96,16414,1221670887,1486045526,12148,United States
97,60531,1233305282,1486140940,12143,Italy
98,1354,1218735752,1485457420,12139,Vancouver Canada
99,8741,1221497176,1486135297,12131,South Africa
100,51571,1231146748,1484161358,888,no_location
101,459417,1224698570,1486128561,888,Sweden
102,1609611,1230228385,1349026633,888,Cupertino CA
103,16023,1221660586,1449830008,887,Norway
104,18561,1221803866,1483322129,887,no_location
105,35281,1226009466,1247681261,886,no_location
106,45162,1228948717,1485983733,886,no_location
107,52130,1231264631,1394836882,886,no_location
108,8224,1221492485,1479483941,885,Huntsville Canada
109,22637,1222427115,1441781068,885,Pristina Serbia
110,40593,1227612169,1485496658,885,Adelaide Australia
111,58410,1232739299,1486137267,885,Spokane WA
112,4718,1220612191,1486120320,884,Bangalore Karnataka India
113,5233,1220891113,1428618958,884,Shelby Twp MI
114,11503,1221554451,1390560679,884,United Kingdom
115,13562,1221594769,1486147535,884,Seattle
116,14093,1221602253,1476295807,884,no_location
117,14819,1221620807,1486083404,884,Australia
118,20954,1222156430,1486042950,884,Erlangen Germany
119,21684,1222264836,1307966937,884,Delaware
120,30826,1224773015,1486008408,884,United States
121,32283,1225262242,1466673560,884,Selangor Malaysia
122,33167,1225475986,1392127757,884,Leeds United Kingdom
123,43354,1228422112,1485731987,884,no_location
124,391,1217939235,1479228537,883,Luxembourg
125,18005,1221759499,1485981788,883,United States
126,22201,1222353252,1306814017,883,no_location
127,28789,1224205480,1484883479,883,Seattle WA
128,32944,1225409779,1366154961,883,no_location
129,44401,1228768725,1479230230,883,United States
130,53244,1231488940,1480420799,883,Sofia Bulgaria
131,1088682,1227701845,1482362599,883,no_location
132,2762,1219618323,1485962684,882,United States
133,4437,1220470319,1486139297,882,Saginaw MI
134,16997,1221695531,1462486646,882,Lowell MA
135,20818,1222128004,1486103059,882,Redmond WA
136,52969,1231429545,1475223568,882,United Kingdom
137,18703,1221818019,1486047517,881,Netherlands
138,19470,1221881297,1486013381,881,127.0.0.1
139,20526,1222097534,1485899591,881,Toronto Canada
140,40444,1227569875,1486080307,881,United States
141,47532,1229631115,1371134638,881,no_location
142,55503,1232037291,1486142415,881,Dublin Ireland
143,57175,1232471636,1243884834,881,Indiana
144,57217,1232478581,1486141125,881,Hamburg Germany
145,58433,1232743641,1264199893,881,United Kingdom
146,12722,1221578739,1485218785,880,London United Kingdom
147,19088,1221844170,1467313299,880,San Francisco Bay Area
148,19621,1221918302,1485984215,880,New York United States
149,54808,1231886925,1486134577,880,Sweden
150,15673,1221651887,1484931527,879,Los Angeles CA
151,18800,1221827329,1382024545,879,Canada
152,39962,1227382701,1486138979,879,Israel
153,6871,1221482697,1466602415,878,Estonia
154,30404,1224688078,1485941972,878,Oslo Norway
155,36975,1226506547,1486129937,878,Norway
156,41110,1227721892,1483576739,878,St Louis MO
157,1469605,1221512640,1486069277,878,Tallmadge OH
158,2531,1219425454,1481849111,877,Eddington Maine
159,4080,1220290250,1485974118,877,United States
160,43866,1228527298,1481222232,877,Charlotte NC
161,49663,1230505557,1486131837,877,Rochester NY
162,58864,1232916915,1451565623,877,Delft Netherlands
163,6969,1221483332,1486137814,876,United Kingdom
164,16625,1221678694,1486140822,876,Ankeny Iowa United States
165,55650,1232059149,1453142043,876,Europe
166,888,1218354654,1485809085,875,Cambridge England United Kingdom
167,2763,1219619165,1345835775,875,no_location
168,7567,1221487116,1486144229,875,Sunrise FL United States
169,11470,1221552985,1484608194,875,Sheffield United Kingdom
170,12437,1221574916,1485087138,875,Zagreb Croatia
171,17112,1221703281,1485205676,875,Canada
172,37382,1226592018,1397749682,875,no_location
173,57855,1232622183,1486095134,875,Denmark
174,2130585,1227104704,1486080545,875,United States
175,3935,1220228497,1486147804,874,Canada
176,15277,1221638072,1485372863,874,South Africa
177,39639,1227265873,1473425270,874,Munich Germany
178,41174,1227735951,1486143586,874,no_location
179,48778,1230074292,1462450190,874,no_location
180,48796,1230079145,1486080283,874,United States
181,36086,1226292677,1421385407,873,no_location
182,46555,1229409952,1486060520,873,Ann Arbor MI
183,53687,1231595990,1443965775,873,New York NY
184,57024,1232446719,1485417456,873,India
185,397314,1221716415,1378020885,873,no_location
186,2399475,1221314727,1461249413,873,Pittsburgh PA
187,2310,1219331715,1481671154,872,Lafayette IN
188,2779,1219632335,1413861706,872,Toledo OH
189,4210,1220352564,1481005523,872,Alkmaar The Netherlands
190,19467,1221880840,1412297469,872,no_location
191,23857,1222795725,1486126275,872,no_location
192,26400,1223537359,1482489958,872,Istanbul Turkey
193,31760,1225105722,1486042103,872,no_location
194,35407,1226048735,1381993229,872,Germany
195,44534,1228811523,1485784092,872,Sydney Australia
196,44808,1228868666,1229737570,872,no_location
197,45364,1229006695,1486053904,872,Catasauqua PA
198,56872,1232404788,1486015349,872,no_location
199,58304,1232720803,1486144662,872,Troy MI
200,49508,1230467752,1486105778,982,Sydney Australia
201,1281,1218712791,1464081354,981,Exeter United Kingdom
202,4901,1220709476,1486137741,981,United States
203,8437,1221494515,1292234560,981,United Kingdom
204,18638,1221812154,1457327364,981,no_location
205,26898,1223657276,1417628914,981,United States
206,30455,1224697069,1486104058,981,Virginia
207,46257,1229315600,1393352037,981,no_location
208,46503,1229388230,1485981828,981,no_location
209,18073,1221762239,1486127440,980,Portugal
210,24334,1222904247,1485816229,980,no_location
211,36081,1226289982,1481647144,980,Nashville TN
212,44740,1228855221,1486135339,980,Stockholm Sweden
213,55201,1231969638,1408541325,980,Dallas TX
214,59568,1233097862,1376948689,980,California
215,2245,1219308147,1486010202,979,Melbourne Australia
216,11460,1221552699,1485994702,979,United States
217,14463,1221610246,1483934624,979,MN
218,25882,1223398593,1486071810,979,Oxford PA United States
219,34440,1225834820,1486062227,979,United States
220,43219,1228400238,1439351923,979,Minnesota
221,52843,1231407979,1483566451,979,London United Kingdom
222,2386199,1221577172,1484931708,979,United Kingdom
223,4208,1220352100,1236269903,978,Sweden
224,7129,1221484414,1486139342,978,no_location
225,13668,1221596826,1330192373,978,Chicago IL
226,16201,1221664942,1234386667,978,California
227,37601,1226652895,1486115833,978,Turkey
228,8669,1221496446,1485532509,977,Brazil
229,13264,1221587826,1486098278,977,Grand Rapids MI
230,22079,1222336757,1486045821,977,Lausanne Switzerland
231,49469,1230448200,1436418855,977,Australia
232,53143,1231457447,1485903638,977,no_location
233,4384,1220442332,1340822756,976,Brazil
234,24938,1223057489,1485898844,976,Minsk Belarus
235,272420,1220551140,1486095456,976,Columbus OH
236,16838,1221686394,1486144660,975,Oakland CA United States
237,33786,1225750184,1485229645,975,Seattle WA United States
238,174644,1229810645,1352025007,975,Dnipropetrovsk Ukraine
239,315,1217864006,1482152792,974,United Kingdom
240,2626,1219515842,1486132028,974,United States
241,18320,1221776769,1224255998,974,no_location
242,26244,1223491372,1382472130,974,Austin TX
243,36609,1226417289,1484706535,974,United States
244,42852,1228316469,1485204985,974,Texas
245,48251,1229917277,1486086756,974,San Francisco CA
246,2045,1219189805,1372681260,973,Sydney Australia
247,24065,1222855080,1485968109,973,Tirana Albania
248,3459,1219940819,1476794380,972,no_location
249,8871,1221498331,1482553286,972,no_location
250,14829,1221621206,1486083423,972,Hong Kong Hong Kong
251,16320,1221667889,1459883437,972,no_location
252,20476,1222093585,1483921592,972,no_location
253,28486,1224140464,1486104907,972,San Francisco CA
254,8659,1221496391,1485827486,971,Somerville MA
255,26066,1223455677,1484000258,971,Netherlands
256,26074,1223457552,1486143708,971,no_location
257,139713,1224630444,1485987027,971,no_location
258,3596,1220000079,1476843147,970,Los Angeles CA
259,14591,1221614536,1486089148,970,Maryland
260,29833,1224555052,1485644942,970,United States
261,42228,1228160583,1262101846,970,no_location
262,48814,1230089484,1323247508,970,no_location
263,50737,1230840054,1462397138,970,Russia
264,2606,1219501743,1486080812,969,United States
265,6027,1221181031,1485561374,969,United States
266,14355,1221607360,1356121672,969,no_location
267,27088,1223745773,1486060176,969,no_location
268,59148,1233009283,1486136879,969,Netherlands
269,1461,1218821170,1481930780,968,United Kingdom
270,5948,1221157338,1486084508,968,Washington United States
271,11571,1221556341,1485836740,968,Perth Australia
272,14508,1221611564,1485499315,968,Perth Western Australia
273,28294,1224085928,1473199792,968,Portugal
274,30330,1224674923,1374517571,968,Mortsel Belgium
275,45003,1228919745,1486009004,968,St. Petersburg Russia
276,180142,1220959062,1486017591,968,Ireland
277,1073,1218535814,1398740654,967,New Zealand
278,13600,1221595685,1226249409,967,Portland OR
279,15379,1221641339,1486058968,967,Winchester United Kingdom
280,18688,1221816508,1468425231,967,London United Kingdom
281,35977,1226259151,1446076380,967,Cedar Falls IA
282,4848,1220659363,1486107962,966,no_location
283,9959,1221510925,1221510925,966,no_location
284,10769,1221529384,1481747895,966,Carrboro NC
285,13459,1221592308,1486088465,966,Rio De Janeiro Brazil
286,15623,1221650366,1424958355,966,no_location
287,23794,1222784757,1435247483,966,Germany
288,24681,1222988808,1485751804,966,Australia
289,34571,1225866495,1486063273,966,no_location
290,53350,1231510620,1474392009,966,Louisville KY
291,53361,1231512138,1486142112,966,London United Kingdom
292,56194,1232201912,1485779126,966,Israel
293,57148,1232465744,1465572634,966,Cary NC
294,5264,1220901170,1486064434,965,no_location
295,7699,1221488133,1486142001,965,Toronto Canada
296,19066,1221842877,1287598465,965,no_location
297,51958,1231229871,1382084538,965,China
298,5976,1221164553,1484314631,964,Amsterdam Netherlands
299,19548,1221898732,1484662905,964,Perth Australia
300,49549,1230478715,1251684009,133,no_location
301,50558,1230747494,1486066805,133,no_location
302,51181,1231001406,1236604262,133,Leeds United Kingdom
303,51616,1231156624,1267667290,133,no_location
304,51633,1231159660,1486118774,133,Mainz Germany
305,58193,1232693083,1455644901,133,no_location
306,58934,1232950695,1486015384,133,Australia
307,60198,1233236507,1321951889,133,Edinburgh United Kingdom
308,60734,1233337795,1474986111,133,Montreal Canada
309,350372,1227554838,1485982549,133,no_location
310,2909,1219702113,1484941381,132,Camden ME
311,4393,1220447317,1220469513,132,Rochester NY
312,29788,1224539624,1234282288,132,no_location
313,30381,1224684564,1284154043,132,no_location
314,34966,1225949818,1366480520,132,Billings MO
315,45344,1229001765,1233938737,132,no_location
316,45758,1229099214,1486041853,132,Tokyo Japan
317,45972,1229178993,1469187886,132,no_location
318,54331,1231793297,1262981703,132,United States
319,57055,1232451923,1391114773,132,Vilnius Republic of Lithuania
320,313475,1221523289,1421056377,132,Melbourne Australia
321,2501,1219417331,1385048630,131,Ontario Canada
322,3028,1219754466,1230731827,131,Washington DC
323,3257,1219850471,1471617350,131,no_location
324,6857,1221482645,1346499040,131,Europe
325,7950,1221489946,1265024394,131,no_location
326,7994,1221490347,1303426521,131,New York NY
327,10915,1221533838,1383704499,131,Russia
328,12841,1221580555,1222965307,131,Garland TX
329,13327,1221589251,1448997187,131,Philadelphia PA
330,14364,1221607730,1223156893,131,no_location
331,16085,1221662196,1471484122,131,no_location
332,16169,1221664276,1221767440,131,no_location
333,16490,1221673020,1230536664,131,no_location
334,16591,1221677112,1485894161,131,Austin TX
335,17142,1221706056,1241779973,131,New Zealand
336,18076,1221762457,1422315972,131,Connecticut
337,18670,1221814733,1228562890,131,no_location
338,22498,1222393262,1423282363,131,no_location
339,23019,1222535648,1223994085,131,Australia
340,24072,1222856040,1227889325,131,no_location
341,25913,1223404887,1224019680,131,no_location
342,26733,1223620987,1450379874,131,Providence RI
343,32875,1225396528,1225400826,131,no_location
344,33523,1225671251,1228272049,131,no_location
345,34911,1225931544,1282646240,131,Estonia
346,38636,1227027361,1486129811,131,Bangalore India
347,40440,1227569287,1265504202,131,California
348,46883,1229477108,1233961706,131,United States
349,48367,1229956382,1291383099,131,Cherepovets Russia
350,48665,1230044797,1252685279,131,no_location
351,53490,1231530590,1395695913,131,no_location
352,58713,1232849727,1433194563,131,no_location
353,59606,1233110859,1234306560,131,Nashville TN
354,59749,1233148933,1440969831,131,no_location
355,60752,1233340730,1477487709,131,no_location
356,261724,1218289391,1484248925,131,Tel Aviv Israel
357,449425,1229040110,1479531323,131,S&#227;o Paulo - State of S&#227;o Paulo Brazil
358,454507,1233271468,1454913622,131,no_location
359,4242,1220363636,1361288021,130,California
360,9665,1221507066,1335253450,130,no_location
361,10718,1221527912,1232495461,130,Western NY
362,11391,1221550500,1435902345,130,no_location
363,13243,1221587297,1459109413,130,Seattle WA
364,16565,1221676329,1485992347,130,Rocklin CA
365,16658,1221679619,1315994712,130,United Kingdom
366,17177,1221709573,1221756916,130,no_location
367,17451,1221729563,1225118156,130,no_location
368,19610,1221915144,1379060140,130,no_location
369,19982,1222012086,1486031588,130,no_location
370,22112,1222342618,1485343279,130,no_location
371,22280,1222363465,1486133984,130,Montreal Canada
372,28660,1224178438,1236788944,130,no_location
373,32052,1225198217,1320337501,130,no_location
374,32471,1225300488,1485803023,130,United States
375,34954,1225945375,1486064326,130,Outside Boston MA
376,38672,1227035363,1454677983,130,United States
377,40765,1227640863,1485983300,130,Seattle WA
378,41104,1227720710,1245382883,130,no_location
379,47458,1229616599,1481551634,130,Italy
380,47754,1229689044,1423502111,130,Portland ME
381,47878,1229717023,1486021455,130,United Kingdom
382,52129,1231264440,1486149272,130,no_location
383,52908,1231418624,1485986922,130,Slovenia
384,53921,1231695173,1486047047,130,United States
385,2347826,1218634994,1485271522,130,Texas
386,500,1218024208,1401722854,129,Canada
387,4606,1220557729,1224704230,129,Springfield IL
388,8315,1221493367,1462430776,129,London United Kingdom
389,11164,1221543911,1225746811,129,United States
390,13259,1221587734,1323303617,129,no_location
391,17898,1221753369,1221753369,129,no_location
392,22700,1222436893,1245664678,129,no_location
393,23611,1222724043,1269910693,129,no_location
394,24252,1222884932,1486125348,129,South Africa
395,30965,1224794898,1341409942,129,no_location
396,33508,1225664509,1265768844,129,Perth Australia
397,37271,1226564259,1435217765,129,Gothenburg Sweden
398,44096,1228659777,1384113802,129,Prague Czech Republic
399,44126,1228673748,1476200941,129,Bucharest Romania
400,20335,1222077475,1486136323,4656,The Netherlands
401,15068,1221629921,1486033484,4654,Germany
402,42340,1228192244,1486136924,4654,Singapore Singapore
403,51647,1231162521,1485962003,4654,Sweden
404,37575,1226641683,1485978202,4651,Seattle WA United States
405,4445,1220472366,1485344200,4650,Dresden Germany
406,36602,1226416523,1402610372,4650,no_location
407,23805,1222786978,1486078455,4648,Belgium
408,33114,1225464919,1486071778,4648,Redmond WA
409,2572740,1227545055,1486104108,4646,Gurgaon Haryana India
410,15790,1221655568,1485128108,4645,Australia
411,1436,1218814999,1486142032,4644,no_location
412,17772,1221749161,1486068718,4644,Israel
413,18882,1221833319,1486130619,4644,no_location
414,48281,1218995757,1486062190,4643,Canberra Australian Capital Territory Australia
415,6152,1221239075,1486047380,4640,Boulder CO
416,5446,1220976323,1486071155,4639,Minnesota
417,1541,1218894992,1486111506,4638,no_location
418,54415,1231810302,1357272945,4635,Adelaide Australia
419,3499,1219952377,1485900454,4632,San Francisco CA
420,52837,1231406906,1485871524,4632,L&#252;beck Germany
421,31605,1225039290,1485970213,4631,no_location
422,59528,1233091584,1486126308,4629,Poznan Poland
423,11951,1221568472,1485084803,4628,no_location
424,49046,1230210512,1436642124,4626,no_location
425,834,1218266964,1486108511,4624,Germany
426,10508,1221521596,1486143024,4622,Seattle WA
427,752,1218206964,1485813078,4621,Michigan
428,1654,1219003183,1486086573,4620,Auckland New Zealand
429,40986,1227699688,1486135102,4619,United Kingdom
430,6133,1221230856,1485898042,4618,Minneapolis MN
431,30007,1224603954,1485380808,4616,Mumbai India
432,25615,1223322527,1486134469,4614,Maine
433,58145,1232677850,1486085566,4614,United States
434,54557,1231847743,1486136315,4612,Oxford United Kingdom
435,2193,1219265132,1396336636,4610,Brisbane Australia
436,791,1218242267,1402578854,4608,United States
437,50926,1230909497,1486139792,4608,no_location
438,7816,1221488894,1486025769,4606,Denmark
439,31223,1224862903,1435445524,4606,no_location
440,33082,1225459332,1486066744,4605,Nashville TN
441,43541,1228469365,1481311742,4605,England United Kingdom
442,8715,1221496801,1485850434,4601,Lisbon Portugal
443,2890,1219691343,1486070339,4600,Buffalo NY
444,4299,1220379970,1357323063,4599,no_location
445,53071,1231444711,1486137924,4599,Switzerland
446,17287,1221717712,1485960296,4596,Florida
447,41308,1227780827,1483362023,4594,Israel
448,16744,1221682855,1384178228,4593,Haarlem Netherlands
449,2122,1219237996,1485936801,4592,Drammen Norway
450,20277,1222070146,1486141434,4592,London United Kingdom
451,14904,1221623582,1485904311,4591,Chicago IL
452,1492,1218836760,1485396312,4590,Uruguay
453,41348,1227788712,1485975780,4590,no_location
454,16605,1221677789,1458094389,4589,no_location
455,20957,1222156815,1486030334,4588,Finland
456,21733,1222270901,1486125544,4588,Amersfoort The Netherlands
457,4496,1220516211,1415217084,4587,United Kingdom
458,13202,1221586645,1479969227,4586,Vancouver Canada
459,28421,1224116027,1486079236,4582,California
460,1037,1218476571,1486141559,4572,Netherlands
461,23746,1222772428,1486141408,4570,Conwy United Kingdom
462,29771,1224536755,1486077618,4564,Boulder CO
463,12606,1221577013,1486138296,4560,United States
464,17405,1221726500,1486140457,4559,Gdansk Poland
465,62575,1224383676,1485935546,4558,no_location
466,27563,1223923046,1486012111,4557,New York NY
467,1349865,1219963355,1450572634,4557,no_location
468,2167252,1220363478,1484748117,4553,St Louis MO
469,46575,1229416975,1486140771,4551,Canada
470,46942,1229493441,1486074815,4550,San Jose CA
471,24097,1222860038,1484563212,4549,Vitoria Spain
472,2701560,1231968861,1458684796,4549,no_location
473,58659,1232829466,1404997187,4547,no_location
474,33272,1225512641,1486084581,4543,Seattle WA
475,1747,1219061548,1485057251,4542,United States
476,8174,1221491946,1486065191,4540,Indiana
477,2118,1219236849,1486133998,4538,Stirling Scotland United Kingdom
478,1228206,1218352465,1484728205,4538,Mountain View CA United States
479,3898,1220208340,1436907398,4537,United Kingdom
480,18278,1221773615,1485988164,4536,Arlington MA
481,2819,1219664184,1486032119,4534,Israel
482,40149,1227483060,1486138226,4534,Austin TX
483,9793,1221508803,1485894301,4533,Rio De Janeiro Brazil
484,28309,1224089804,1243439903,4533,Chicago IL
485,53943,1231700640,1486065430,4532,Copenhagen Denmark
486,39160,1227138924,1450094733,4530,no_location
487,52879,1231413069,1486143079,4530,Italy
488,57505,1232542140,1486132685,4530,Merelbeke Belgium
489,2543,1219429625,1485460372,4529,Los Angeles CA
490,40956,1227690165,1486077925,4529,California
491,59071,1232992172,1486124620,4528,Belgium
492,28074,1224031496,1485910941,4524,Auckland New Zealand
493,3893,1220205851,1485961669,4519,United Kingdom
494,15173,1221634279,1485353529,4519,Italy
495,15452,1221643672,1486139605,4516,Salisbury United Kingdom
496,21814,1222281589,1486140887,4516,Nashville TN United States
497,25077,1223104085,1486013542,4516,San Francisco
498,46183,1229284807,1486131337,4515,Portugal
499,4131,1220309801,1485315267,4514,Ireland
500,13726,1221597484,1424470378,526,no_location
501,13999,1221601166,1486143948,526,Chicago IL
502,17932,1221755155,1485623156,526,West Texas
503,18975,1221838488,1233255733,526,no_location
504,20101,1222034842,1485820571,526,Hamilton New Zealand
505,21285,1222192409,1486104673,526,The Hague The Netherlands
506,25996,1223428708,1413165976,526,no_location
507,47702,1229678286,1239321822,526,Redmond WA
508,50845,1230891063,1486139584,526,Frankfurt Am Main Germany
509,56835,1232397870,1270500944,526,North Carolina
510,896,1218357760,1485502741,525,&#197;rhus Denmark
511,22158,1222348901,1485965512,525,Israel
512,30015,1224605215,1486148422,525,Alameda CA
513,56138,1232181032,1485987443,525,Turkey
514,56935,1232421210,1485822044,525,no_location
515,59690,1233136585,1485164955,525,Poland
516,60558,1233311217,1483983402,525,Columbus OH
517,2108922,1221656564,1486069128,525,United States
518,6573,1221481065,1485768289,524,Novosibirsk Russia
519,12492,1221575587,1483987933,524,California
520,13293,1221588459,1486102500,524,Georgia
521,31608,1225039661,1231265209,524,no_location
522,39598,1227255259,1485806321,524,Belgium
523,42428,1228221538,1379948009,524,Glasgow United Kingdom
524,46857,1229468963,1287502794,524,no_location
525,58314,1232722995,1486066378,524,Jersey City NJ
526,60823,1233351114,1486140398,524,no_location
527,3433,1219935867,1220060474,523,Orlando FL
528,4624,1220563037,1485804013,523,Gulf Breeze FL
529,10226,1221515317,1485545472,523,Cupertino CA
530,23487,1222702357,1486109852,523,LondonUK
531,40867,1227660237,1485543458,523,United States
532,47026,1229514275,1486136804,523,no_location
533,59109,1233000759,1486139051,523,United States
534,1464,1218821565,1451607375,522,Ireland
535,2073,1219212505,1486135276,522,no_location
536,7501,1221486710,1330309842,522,no_location
537,34575,1225867297,1482059324,522,no_location
538,40896,1227667842,1439426939,522,no_location
539,48621,1230033178,1432587078,522,no_location
540,4539,1220549666,1486073401,521,Dripping Springs TX
541,8363,1221493718,1486038711,521,Israel
542,9792,1221508771,1478265326,521,no_location
543,15244,1221636817,1485982427,521,Sweden
544,16507,1221673580,1477604272,521,Canada
545,23609,1222722555,1486074096,521,Detroit MI
546,27424,1223906610,1281605954,521,no_location
547,27686,1223948827,1223948827,521,no_location
548,28154,1224060376,1482402899,521,Gdansk Poland
549,31024,1224806922,1395011715,521,no_location
550,42590,1228246608,1234282738,521,no_location
551,43192,1228394415,1320379967,521,Yerevan Armenia
552,51867,1231200763,1485906167,521,San Jose CA
553,59122,1233003383,1486052067,521,Antwerp Belgium
554,1582786,1222949342,1344363892,521,United States
555,709,1218176625,1480916726,520,no_location
556,9026,1221499912,1485914506,520,Serbia
557,10071,1221512636,1485996365,520,San Francisco CA
558,18453,1221790030,1486148868,520,no_location
559,21283,1222192320,1486052096,520,Cleveland OH
560,34615,1225876147,1485977157,520,no_location
561,2585,1219470920,1478070200,519,Hamburg Germany
562,15476,1221644704,1486117924,519,Indiana
563,20345,1222079566,1382699238,519,Leeds United Kingdom
564,21380,1222204075,1392775774,519,no_location
565,29047,1224266646,1474829847,519,Missouri
566,29814,1224546193,1485820975,519,Australia
567,35844,1226187646,1474303323,519,Los Altos CA
568,46522,1229397010,1351141936,519,Santo Domingo Dominican Republic
569,8960,1221499244,1485986081,518,San Mateo CA
570,10308,1221517209,1256706117,518,Saskatoon Canada
571,12713,1221578568,1486098591,518,Fort Wayne IN United States
572,53608,1231557154,1480693058,518,Toronto Canada
573,321668,1230669368,1476991101,518,Halifax Canada
574,45608,1229059697,1486139231,517,Crystal MN
575,47755,1229689112,1483523592,517,Johannesburg South Africa
576,57864,1232623793,1486036754,517,United Kingdom
577,1025,1218466612,1393951556,516,United Kingdom
578,1846,1219094202,1407799521,516,United States
579,4135,1220313757,1314470186,516,Durham NC
580,9960,1221510988,1486132215,516,Toronto Canada
581,10564,1221523107,1486068244,516,no_location
582,11348,1221549514,1486130605,516,Sofia Bulgaria
583,15032,1221628637,1468602605,516,Seattle WA
584,17087,1221701862,1467043001,516,Montreal Canada
585,19449,1221877527,1486130599,516,no_location
586,22725,1222440517,1267998633,516,no_location
587,38749,1227051356,1486129444,516,no_location
